activation,hidden,lr,epoch,train_loss,val_loss,epoch_flops,total_flops,gflops,epoch_time
tanh,64,0.01,58,0.3128561215804725,0.3259017253386912,842277822,48852113676,48.852113676,0.08622810011729598
tanh,64,0.01,59,0.31277954219860815,0.32583519622899265,842277822,49694391498,49.694391498,0.08513619983568788
tanh,64,0.01,60,0.31268538328269835,0.3257834061173789,842277822,50536669320,50.53666932,0.08643759996630251
tanh,64,0.01,61,0.3125567803687609,0.32575648961286746,842277822,51378947142,51.378947142,0.08413399988785386
tanh,64,0.01,62,0.31241301916769537,0.3257740539422926,842277822,52221224964,52.221224964,0.07974759978242218
tanh,64,0.01,63,0.31229100585352637,0.32583444391594707,842277822,53063502786,53.063502786,0.347655100049451
tanh,64,0.01,64,0.31221069282504277,0.3259028812058795,842277822,53905780608,53.905780608,0.14175329986028373
tanh,64,0.01,65,0.3121582686196644,0.3259318966761417,842277822,54748058430,54.74805843,0.08393529988825321
tanh,64,0.01,66,0.3121017117670306,0.3258947492273121,842277822,55590336252,55.590336252,0.08197459997609258
tanh,64,0.01,67,0.3120208985571967,0.3258002382540139,842277822,56432614074,56.432614074,0.0831926001701504
tanh,64,0.01,68,0.3119217457628277,0.3256776950656735,842277822,57274891896,57.274891896,0.08174840011633933
tanh,64,0.01,69,0.3118232008299147,0.3255507554504288,842277822,58117169718,58.117169718,0.08312750002369285
tanh,64,0.01,70,0.3117347093955127,0.32542580174030683,842277822,58959447540,58.95944754,0.082909099990502
tanh,64,0.01,71,0.3116486840882134,0.325301124623888,842277822,59801725362,59.801725362,0.1520527999382466
tanh,64,0.01,72,0.31155291047754746,0.3251806193356177,842277822,60644003184,60.644003184,0.08480920013971627
tanh,64,0.01,73,0.31144611112733744,0.32507470370677705,842277822,61486281006,61.486281006,0.08176769991405308
tanh,64,0.01,74,0.3113391679701478,0.3249888011138863,842277822,62328558828,62.328558828,0.40792770008556545
tanh,64,0.01,75,0.31124238416573163,0.3249145288202796,842277822,63170836650,63.17083665,0.08432809985242784
tanh,64,0.01,76,0.3111542299471206,0.3248350160481828,842277822,64013114472,64.013114472,0.08172510005533695
tanh,64,0.01,77,0.3110637307797723,0.32473938286284476,842277822,64855392294,64.855392294,0.0792450001463294
tanh,64,0.01,78,0.3109626066026529,0.3246313952818055,842277822,65697670116,65.697670116,0.20644500013440847
tanh,64,0.01,79,0.31085311661964404,0.3245242674459721,842277822,66539947938,66.539947938,0.1404160000383854
tanh,64,0.01,80,0.3107438356966277,0.3244284586418388,842277822,67382225760,67.38222576,0.0802537000272423
tanh,64,0.01,81,0.3106396398463629,0.32434513368806717,842277822,68224503582,68.224503582,0.27749620005488396
tanh,64,0.01,82,0.3105375459158712,0.3242696410481811,842277822,69066781404,69.066781404,0.3705071001313627
tanh,64,0.01,83,0.3104318513147015,0.3241980493313095,842277822,69909059226,69.909059226,0.08075119997374713
tanh,64,0.01,84,0.3103211688394391,0.3241283746934959,842277822,70751337048,70.751337048,0.08136140019632876
tanh,64,0.01,85,0.31020899088314696,0.32405661283311665,842277822,71593614870,71.59361487,0.09775239997543395
tanh,64,0.01,86,0.3100981639829272,0.32397469813262997,842277822,72435892692,72.435892692,0.15256389998830855
tanh,64,0.01,87,0.30998683142595307,0.3238746912509542,842277822,73278170514,73.278170514,0.0806602998636663
tanh,64,0.01,88,0.3098707382599451,0.32375513269465733,842277822,74120448336,74.120448336,0.08123190002515912
tanh,64,0.01,89,0.30974847934932026,0.32362242837189475,842277822,74962726158,74.962726158,0.08864740002900362
tanh,64,0.01,90,0.3096229809064178,0.32348589385542637,842277822,75805003980,75.80500398,0.09966120007447898
tanh,64,0.01,91,0.30949780204253097,0.3233519861900232,842277822,76647281802,76.647281802,0.08007999998517334
tanh,64,0.01,92,0.30937327833801187,0.3232229605256144,842277822,77489559624,77.489559624,0.11839829990640283
tanh,64,0.01,93,0.30924702495310546,0.3230991539262537,842277822,78331837446,78.331837446,0.41400620015338063
tanh,64,0.01,94,0.30911738637529035,0.32298049386924615,842277822,79174115268,79.174115268,0.08678520005196333
tanh,64,0.01,95,0.30898511233622966,0.3228655111052815,842277822,80016393090,80.01639309,0.08220250019803643
tanh,64,0.01,96,0.308851560875415,0.322750501757555,842277822,80858670912,80.858670912,0.08007020014338195
tanh,64,0.01,97,0.30871640602417943,0.32263143786716153,842277822,81700948734,81.700948734,0.08340299990959466
tanh,64,0.01,98,0.30857801834926984,0.32250719805600453,842277822,82543226556,82.543226556,0.07976889982819557
tanh,64,0.01,99,0.30843571498910294,0.322380465107017,842277822,83385504378,83.385504378,0.09931199997663498
tanh,64,0.01,100,0.30829063000859397,0.3222552504763904,842277822,84227782200,84.2277822,0.24652089993469417
